,CustomerID,Recence,Frequence,Montant,Cluster_KMeans,Cluster_CAH
201,12596.0,51,2,618.27,0,2
202,12597.0,19,4,3811.22,0,2
203,12598.0,10,8,3023.08,0,2
204,12599.0,29,7,1032.58,0,2
205,12600.0,29,10,2599.04,0,2
206,12601.0,190,5,577.0600000000001,1,1
207,12602.0,59,1,153.12,0,2
208,12603.0,22,1,739.1999999999999,0,2
209,12604.0,79,2,254.18,0,2
210,12607.0,60,1,1579.51,0,2
211,12609.0,78,3,1126.85,0,2
212,12610.0,23,5,2099.54,0,2
213,12611.0,52,1,1193.32,0,2
214,12612.0,74,1,704.0400000000001,0,2
215,12613.0,57,5,3344.38,0,2
216,12614.0,278,1,315.6,1,1
217,12615.0,2,4,2291.19,0,2
218,12616.0,95,2,713.3,0,2
219,12617.0,29,1,355.53,0,2
220,12618.0,22,1,177.31,0,2
221,12619.0,16,9,3641.24,0,2
222,12620.0,15,3,1339.41,0,2
223,12621.0,2,20,13689.67,3,2
224,12622.0,232,1,180.1,1,1
225,12623.0,276,1,305.1,1,1
226,12624.0,106,2,641.13,0,2
227,12625.0,212,2,2683.82,1,1
228,12626.0,23,9,6620.48,0,2
229,12627.0,11,7,4478.53,0,2
230,12628.0,4,3,786.46,0,2
231,12630.0,10,2,1270.88,0,2
232,12631.0,57,1,640.5,0,2
233,12633.0,59,4,2163.98,0,2
234,12635.0,90,2,1689.18,0,2
235,12637.0,67,8,6021.9,0,2
236,12638.0,33,1,671.69,0,2
237,12639.0,239,1,486.1,1,1
238,12640.0,24,3,1174.58,0,2
239,12641.0,115,1,185.9,0,2
240,12642.0,25,3,1013.26,0,2
241,12643.0,128,6,3344.64,0,2
242,12644.0,130,1,477.91,0,2
243,12645.0,34,4,1775.18,0,2
244,12646.0,5,2,1346.97,0,2
245,12647.0,22,12,3722.82,0,2
246,12648.0,155,1,318.05,1,2
247,12649.0,107,3,623.51,0,2
248,12650.0,3,1,314.44,0,2
249,12651.0,335,1,114.0,1,1
250,12652.0,331,1,919.98,1,1
251,12653.0,149,2,2209.85,1,2
252,12654.0,11,5,601.98,0,2
253,12656.0,17,5,4051.17,0,2
254,12657.0,11,4,1643.18,0,2
255,12658.0,19,1,686.05,0,2
256,12659.0,30,1,91.68,0,2
257,12660.0,11,1,245.1,0,2
258,12662.0,1,11,3849.78,0,2
259,12664.0,8,9,4881.88,0,2
260,12665.0,325,1,63.0,1,1
261,12667.0,58,1,620.13,0,2
262,12668.0,12,4,3807.15,0,2
263,12669.0,151,3,2744.0299999999997,1,2
264,12670.0,10,5,2996.05,0,2
265,12672.0,330,1,225.89999999999998,1,1
266,12673.0,5,2,610.52,0,2
267,12674.0,39,4,1970.6,0,2
268,12676.0,25,6,1331.39,0,2
269,12678.0,42,12,17628.46,3,2
270,12679.0,59,4,1113.02,0,2
271,12680.0,1,4,862.81,0,2
272,12681.0,15,22,13787.54,3,2
273,12682.0,4,31,12288.22,3,4
274,12683.0,4,15,8476.57,3,2
275,12684.0,8,7,2283.63,0,2
276,12685.0,28,6,2863.08,0,2
277,12686.0,372,1,89.14,1,1
278,12688.0,114,1,4873.8099999999995,0,2
279,12689.0,26,2,1247.61,0,2
280,12690.0,206,1,389.01,1,1
281,12691.0,28,6,1035.8,0,2
282,12693.0,127,4,855.91,0,2
283,12694.0,70,2,869.67,0,2
284,12695.0,7,4,582.1,0,2
285,12697.0,29,3,957.59,0,2
286,12700.0,8,4,4939.99,0,2
287,12701.0,80,2,797.71,0,2
288,12702.0,20,1,219.0,0,2
289,12703.0,71,1,283.55,0,2
290,12704.0,7,8,2340.84,0,2
291,12705.0,15,9,6868.29,0,2
292,12707.0,292,1,603.42,1,1
293,12708.0,30,10,2712.91,0,2
294,12709.0,15,15,9736.52,3,2
295,12710.0,97,3,1149.02,0,2
296,12712.0,29,13,4396.13,0,2
297,12713.0,1,1,848.55,0,2
298,12714.0,9,5,4708.86,0,2
299,12715.0,106,1,353.86,0,2
300,12716.0,4,2,1053.49,0,2
301,12717.0,151,2,1030.98,1,2
302,12718.0,71,1,238.25,0,2
303,12719.0,5,2,644.95,0,2
304,12720.0,3,25,5781.73,3,2
305,12721.0,32,6,2656.13,0,2
306,12722.0,85,4,997.63,0,2
307,12723.0,4,5,725.07,0,2
308,12724.0,5,4,1031.41,0,2
309,12725.0,371,1,427.8,1,1
310,12726.0,28,7,2609.1,0,2
311,12727.0,11,7,3980.7,0,2
312,12728.0,71,4,836.33,0,2
313,12729.0,114,1,453.01,0,2
314,12731.0,24,12,18895.91,3,2
315,12732.0,180,1,236.26000000000002,1,1
316,12733.0,234,1,383.95,1,1
317,12734.0,353,1,110.39999999999999,1,1
318,12735.0,315,2,779.5699999999999,1,1
319,12736.0,333,1,234.0,1,1
320,12738.0,372,1,155.35,1,1
321,12739.0,78,2,1013.04,0,2
322,12740.0,64,1,427.6,0,2
323,12743.0,134,2,546.43,0,2
324,12744.0,52,7,21279.29,3,2
325,12747.0,2,11,4196.01,0,2
326,12748.0,1,209,33719.73,2,4
327,12749.0,4,5,4090.88,0,2
328,12750.0,129,1,275.88,0,2
329,12752.0,81,1,4366.78,0,2
330,12753.0,23,6,21429.39,0,2
331,12754.0,236,3,3010.74,1,1
332,12755.0,281,2,3811.95,1,1
333,12756.0,87,1,112.07999999999998,0,2
334,12757.0,16,13,7857.1,3,2
335,12758.0,117,2,2791.59,0,2
336,12759.0,52,3,1531.44,0,2
337,12762.0,8,2,1898.52,0,2
338,12763.0,138,2,494.08,0,2
339,12764.0,317,1,1693.88,1,1
340,12766.0,4,7,6989.63,0,2
341,12769.0,239,1,1143.6,1,1
342,12770.0,211,1,1351.45,1,1
343,12772.0,60,1,892.47,0,2
344,12775.0,17,5,1386.04,0,2
345,12778.0,20,6,822.23,0,2
346,12779.0,38,8,3981.36,0,2
347,12781.0,64,2,826.74,0,2
348,12782.0,5,5,2330.92,0,2
349,12783.0,2,6,2225.91,0,2
350,12784.0,9,2,574.42,0,2
351,12785.0,364,1,311.95,1,1
352,12787.0,10,3,463.66,0,2
353,12789.0,65,1,91.85,0,2
354,12790.0,192,1,324.92,1,1
355,12791.0,374,1,192.60000000000002,1,1
356,12792.0,257,1,400.53999999999996,1,1
357,12793.0,335,2,545.48,1,1
358,12794.0,53,2,860.41,0,2
359,12795.0,19,1,430.48,0,2
360,12797.0,366,1,254.03,1,1
361,12798.0,10,3,6977.04,0,2
362,12802.0,187,1,427.58,1,1
363,12808.0,37,3,483.65000000000003,0,2
364,12809.0,178,1,489.31,1,1
365,12811.0,261,3,514.85,1,1
366,12812.0,45,1,229.64000000000001,0,2
367,12814.0,102,1,125.92,0,2
368,12815.0,148,2,1063.46,1,2
369,12816.0,96,2,572.2,0,2
370,12817.0,281,1,166.04,1,1
371,12818.0,262,1,1542.08,1,1
372,12820.0,3,4,942.34,0,2
373,12821.0,214,1,92.72,1,1
374,12822.0,71,2,948.88,0,2
375,12823.0,75,5,1759.5,0,2
376,12824.0,60,1,397.12,0,2
377,12826.0,3,7,1474.72,0,2
378,12827.0,6,3,430.15000000000003,0,2
379,12828.0,3,6,1018.71,0,2
380,12829.0,337,2,293.0,1,1
381,12830.0,38,6,6814.64,0,2
382,12831.0,262,1,215.05,1,1
383,12832.0,32,2,383.03,0,2
384,12833.0,145,1,417.38,1,2
385,12834.0,283,1,312.38,1,1
386,12836.0,59,4,2612.86,0,2
387,12837.0,173,1,134.1,1,1
388,12838.0,34,2,683.13,0,2
389,12839.0,3,14,5591.42,3,2
390,12840.0,144,4,2726.77,0,2
391,12841.0,5,25,4022.35,3,2
392,12842.0,70,2,1118.99,0,2
393,12843.0,66,8,1702.26,0,2
394,12844.0,29,2,325.96000000000004,0,2
395,12845.0,267,4,354.09,1,1
396,12847.0,22,1,871.54,0,2
397,12849.0,31,2,1050.8899999999999,0,2
398,12851.0,97,1,135.18,0,2
399,12852.0,295,1,311.55,1,1
400,12853.0,135,6,1957.1000000000001,0,2
401,12854.0,79,3,1324.5,0,2
402,12855.0,373,1,38.1,1,1
403,12856.0,8,6,2179.93,0,2
404,12857.0,211,2,1106.4,1,1
405,12863.0,52,1,521.2,0,2
406,12864.0,138,1,147.12,0,2
407,12865.0,26,2,1568.23,0,2
408,12866.0,283,1,559.12,1,1
409,12867.0,26,7,4036.82,0,2
410,12868.0,186,6,1607.0600000000002,1,1
411,12871.0,84,2,380.64,0,2
412,12872.0,327,2,599.97,1,1
413,12873.0,282,1,374.0,1,1
414,12875.0,143,2,343.2300000000001,0,2
415,12876.0,58,2,2218.02,0,2
416,12877.0,4,12,1535.77,0,2
417,12878.0,236,2,854.99,1,1
418,12879.0,45,3,573.22,0,2
419,12881.0,276,1,298.0,1,1
420,12882.0,9,2,1463.04,0,2
421,12883.0,25,4,703.47,0,2
422,12884.0,88,1,309.05,0,2
423,12885.0,63,3,1175.22,0,2
424,12886.0,68,2,1378.4,0,2
425,12888.0,214,2,354.12,1,1
426,12890.0,24,1,380.46999999999997,0,2
427,12891.0,186,3,331.0,1,1
428,12893.0,31,1,188.14,0,2
429,12895.0,42,2,372.8,0,2
430,12897.0,205,2,216.5,1,1
431,12901.0,9,28,17654.54,3,4
432,12902.0,265,1,138.68,1,1
433,12904.0,18,2,509.58,0,2
434,12906.0,12,5,2919.81,0,2
435,12908.0,176,2,750.0,1,1
436,12909.0,40,5,2178.67,0,2
437,12910.0,23,8,3075.04,0,2
438,12912.0,3,5,1662.3,0,2
439,12913.0,5,5,2483.63,0,2
440,12915.0,149,2,363.65,1,2
441,12916.0,139,4,3006.15,0,2
442,12917.0,128,1,594.0,0,2
443,12919.0,8,6,1335.19,0,2
444,12920.0,17,1,164.23,0,2
445,12921.0,9,37,16587.09,3,4
446,12922.0,161,1,405.38,1,2
447,12923.0,64,1,176.97,0,2
448,12924.0,88,4,933.7,0,2
449,12925.0,5,2,694.05,0,2
450,12928.0,35,5,2062.7000000000003,0,2
451,12929.0,312,1,117.85,1,1
452,12930.0,78,2,415.8,0,2
453,12931.0,22,15,42055.96,3,4
454,12933.0,24,3,607.53,0,2
455,12935.0,2,7,2160.7,0,2
456,12936.0,17,4,1063.9,0,2
457,12937.0,15,4,1504.27,0,2
458,12938.0,26,1,114.14,0,2
459,12939.0,64,8,11581.8,0,2
460,12940.0,55,2,913.54,0,2
461,12942.0,131,3,683.9,0,2
462,12944.0,36,2,604.51,0,2
463,12945.0,288,1,462.95,1,1
464,12947.0,144,6,1603.99,0,2
465,12948.0,16,7,2064.95,0,2
466,12949.0,31,8,4167.22,0,2
467,12950.0,2,3,1843.0,0,2
468,12951.0,9,6,1064.07,0,2
469,12952.0,6,4,1387.79,0,2
470,12953.0,10,1,329.85,0,2
471,12955.0,1,11,4757.16,0,2
472,12956.0,306,1,108.07,1,1
473,12957.0,10,8,4017.54,0,2
474,12962.0,7,2,266.39,0,2
475,12963.0,8,8,1856.63,0,2
476,12965.0,89,1,771.91,0,2
477,12966.0,10,1,160.18,0,2
478,12967.0,358,2,1660.9,1,1
479,12968.0,112,1,135.95,0,2
480,12970.0,7,4,452.24,0,2
481,12971.0,4,86,11189.91,3,4
482,12974.0,198,1,144.8,1,1
483,12976.0,212,1,738.6,1,1
484,12977.0,156,1,39.239999999999995,1,2
485,12980.0,158,9,7374.900000000001,0,2
486,12981.0,30,2,372.21999999999997,0,2
487,12982.0,243,1,390.54,1,1
488,12984.0,19,1,97.5,0,2
489,12985.0,1,2,1239.38,0,2
490,12987.0,74,2,558.7,0,2
491,12988.0,292,1,535.32,1,1
492,12989.0,3,15,6924.110000000001,3,2
493,12990.0,31,3,409.5,0,2
494,12991.0,23,2,503.76,0,2
495,12993.0,23,4,414.76,0,2
496,12994.0,4,3,974.4200000000001,0,2
497,12995.0,85,1,211.32,0,2
498,12997.0,22,4,1226.89,0,2
499,12999.0,196,3,455.88,1,1
500,13000.0,107,3,534.85,0,2
501,13001.0,4,13,9818.82,3,2
502,13002.0,318,1,120.94999999999999,1,1
503,13003.0,106,3,149.05,0,2
504,13004.0,12,18,5655.91,3,2
505,13005.0,174,2,513.7,1,1
506,13006.0,56,1,81.57,0,2
507,13008.0,323,1,229.46999999999997,1,1
508,13011.0,372,1,50.550000000000004,1,1
509,13012.0,9,8,1661.8400000000001,0,2
510,13013.0,1,13,4810.9400000000005,0,2
511,13014.0,11,10,3466.2799999999997,0,2
512,13015.0,53,5,3346.28,0,2
513,13016.0,73,3,789.89,0,2
514,13017.0,7,1,204.0,0,2
515,13018.0,16,28,7277.7,3,2
516,13021.0,4,9,2616.38,0,2
517,13023.0,64,2,689.9,0,2
518,13026.0,1,5,975.36,0,2
519,13027.0,114,6,6912.0,0,2
520,13028.0,23,2,661.3199999999999,0,2
521,13029.0,31,3,1247.5,0,2
522,13030.0,11,2,799.48,0,2
523,13032.0,52,2,1010.18,0,2
524,13033.0,357,1,190.55,1,1
525,13034.0,55,2,642.77,0,2
526,13035.0,74,2,921.88,0,2
527,13037.0,138,3,881.07,0,2
528,13038.0,80,3,908.46,0,2
529,13040.0,9,2,676.99,0,2
530,13043.0,273,1,516.42,1,1
531,13044.0,291,1,560.47,1,1
532,13045.0,99,1,305.28000000000003,0,2
533,13046.0,31,2,629.31,0,2
534,13047.0,32,10,3237.54,0,2
535,13048.0,14,4,1835.91,0,2
536,13049.0,64,2,656.6800000000001,0,2
537,13050.0,15,17,5836.86,3,2
538,13052.0,212,1,348.15000000000003,1,1
539,13055.0,78,3,1214.41,0,2
540,13058.0,25,3,271.40000000000003,0,2
541,13059.0,250,1,183.4,1,1
542,13060.0,254,1,307.53,1,1
543,13061.0,72,1,248.61,0,2
544,13062.0,191,1,346.98,1,1
545,13064.0,13,4,1119.49,0,2
546,13065.0,373,1,205.86,1,1
547,13066.0,24,2,470.8,0,2
548,13067.0,82,1,115.46000000000001,0,2
549,13068.0,10,2,344.0,0,2
550,13069.0,1,24,4436.12,3,2
551,13070.0,192,1,228.8,1,1
552,13072.0,267,1,177.15,1,1
553,13075.0,130,1,919.61,0,2
554,13077.0,1,4,729.27,0,2
555,13078.0,3,26,12627.94,3,2
556,13079.0,4,5,220.10000000000002,0,2
557,13080.0,179,1,58.08,1,1
558,13081.0,12,11,28337.38,3,4
559,13082.0,126,9,3613.63,0,2
560,13083.0,4,2,303.75,0,2
561,13085.0,158,2,416.08000000000004,1,2
562,13089.0,3,97,58825.83,2,4
563,13090.0,9,14,8910.82,3,2
564,13091.0,28,1,345.82,0,2
565,13092.0,71,5,477.83,0,2
566,13093.0,276,8,7832.47,1,1
567,13094.0,21,12,1927.3200000000002,0,2
568,13095.0,71,1,74.39999999999999,0,2
569,13097.0,33,10,6010.42,0,2
570,13098.0,1,28,28882.44,3,4
571,13099.0,99,1,207.35999999999999,0,2
572,13101.0,234,1,101.19,1,1
573,13102.0,1,24,6424.09,3,2
574,13103.0,40,1,243.94,0,2
575,13104.0,3,6,1098.48,0,2
576,13106.0,133,1,76.5,0,2
577,13107.0,44,4,1531.6200000000001,0,2
578,13108.0,373,1,350.06,1,1
579,13109.0,60,2,786.54,0,2
580,13110.0,31,7,1488.67,0,2
581,13113.0,1,24,12245.960000000001,3,2
582,13115.0,12,4,2294.78,0,2
583,13116.0,138,1,501.14,0,2
584,13117.0,22,8,984.91,0,2
585,13118.0,20,5,1197.81,0,2
586,13120.0,239,1,30.599999999999998,1,1
587,13121.0,269,1,283.73,1,1
588,13122.0,94,2,922.39,0,2
589,13124.0,90,3,3866.33,0,2
590,13126.0,5,8,2099.64,0,2
591,13127.0,78,1,259.17,0,2
592,13130.0,94,1,64.0,0,2
593,13131.0,23,3,1073.3,0,2
594,13132.0,262,1,77.3,1,1
595,13133.0,274,2,109.8,1,1
596,13134.0,86,4,1793.58,0,2
597,13135.0,197,1,3096.0,1,1
598,13136.0,56,5,2607.61,0,2
599,13137.0,11,8,3650.41,0,2
600,13138.0,22,6,962.39,0,2
601,13139.0,16,7,5064.94,0,2
602,13140.0,108,3,423.72,0,2
603,13141.0,85,5,2388.75,0,2
604,13142.0,19,1,307.09,0,2
605,13144.0,333,1,110.95,1,1
606,13145.0,40,4,618.52,0,2
607,13146.0,26,1,228.91,0,2
608,13147.0,10,4,712.8000000000001,0,2
609,13148.0,29,12,3707.12,0,2
610,13149.0,14,4,1676.06,0,2
611,13151.0,296,1,1257.8700000000001,1,1
612,13153.0,6,1,486.22,0,2
613,13155.0,33,4,971.76,0,2
614,13157.0,49,4,1741.22,0,2
615,13158.0,95,4,1201.06,0,2
616,13159.0,9,4,1437.85,0,2
617,13160.0,22,1,91.8,0,2
618,13161.0,313,1,112.75,1,1
619,13162.0,122,4,1688.29,0,2
620,13165.0,46,2,1021.48,0,2
621,13166.0,283,1,417.2,1,1
622,13167.0,19,4,791.33,0,2
623,13168.0,36,4,1319.19,0,2
624,13169.0,64,2,712.88,0,2
625,13170.0,27,1,116.00999999999999,0,2
626,13171.0,22,3,468.41,0,2
627,13173.0,4,2,353.65,0,2
628,13174.0,16,3,2817.03,0,2
629,13176.0,46,1,492.84,0,2
630,13177.0,65,1,282.45,0,2
631,13178.0,26,11,5725.47,0,2
632,13182.0,45,1,121.18,0,2
633,13183.0,8,9,3957.78,0,2
634,13184.0,15,10,1701.29,0,2
635,13185.0,268,1,71.4,1,1
636,13186.0,40,3,1575.89,0,2
637,13187.0,337,1,236.02,1,1
638,13188.0,11,1,114.60000000000001,0,2
639,13189.0,19,2,260.68,0,2
640,13192.0,95,2,911.94,0,2
641,13193.0,61,1,117.88,0,2
642,13194.0,136,1,60.7,0,2
643,13196.0,11,4,1797.78,0,2
644,13198.0,10,6,3401.2400000000002,0,2
645,13199.0,4,38,9817.12,3,4
646,13200.0,19,4,870.09,0,2
647,13203.0,10,4,869.46,0,2
648,13207.0,15,2,250.26000000000002,0,2
649,13208.0,59,6,1223.9,0,2
650,13209.0,30,8,5891.61,0,2
651,13210.0,94,1,353.48,0,2
652,13211.0,10,3,1197.42,0,2
653,13212.0,20,3,788.08,0,2
654,13213.0,57,5,1520.58,0,2
655,13216.0,268,1,333.74,1,1
656,13217.0,122,3,533.98,0,2
657,13218.0,127,1,62.63999999999999,0,2
658,13220.0,78,4,819.2900000000001,0,2
659,13221.0,240,2,847.41,1,1
660,13223.0,200,2,163.20000000000002,1,1
661,13224.0,60,2,2155.95,0,2
662,13225.0,3,7,6463.84,0,2
663,13226.0,273,1,108.21000000000001,1,1
664,13227.0,202,1,257.7,1,1
665,13228.0,81,1,358.0,0,2
666,13229.0,226,1,160.95,1,1
667,13230.0,4,14,2806.97,0,2
668,13232.0,13,7,1357.6,0,2
669,13233.0,74,2,605.12,0,2
670,13235.0,212,1,1031.07,1,1
671,13236.0,25,2,744.85,0,2
672,13238.0,17,4,700.73,0,2
673,13239.0,262,1,329.56,1,1
674,13240.0,96,4,663.65,0,2
675,13242.0,112,3,270.40000000000003,0,2
676,13243.0,203,1,600.07,1,1
677,13244.0,93,1,121.74000000000001,0,2
678,13245.0,51,1,430.5,0,2
679,13246.0,18,6,1987.3,0,2
680,13247.0,18,4,501.12,0,2
681,13248.0,125,2,465.68,0,2
682,13249.0,92,3,711.41,0,2
683,13253.0,157,2,1030.4,1,2
684,13255.0,9,2,399.51,0,2
685,13258.0,12,3,698.58,0,2
686,13259.0,62,1,292.32,0,2
687,13260.0,61,1,557.62,0,2
688,13261.0,269,2,944.1,1,1
689,13262.0,263,1,200.29,1,1
690,13263.0,1,35,7454.07,3,4
691,13265.0,53,5,2107.66,0,2
692,13266.0,11,12,3834.2599999999998,0,2
693,13267.0,3,19,4521.49,3,2
694,13268.0,18,11,3214.69,0,2
695,13269.0,1,15,5346.2300000000005,3,2
696,13270.0,366,1,590.0,1,1
